Koło;Nazwisko;Imię ;1-31;1-35;1-40;1-56;1-57;1-64;1-89;1-126;1-139;1-140;2-8;3-15;5-4;5-15;5-28;6-14;6-16;7-11;8-7;8-11;9-16;9-17;9-18;9-22;9-25;9-26;10-8;10-9;10-11;10-15;10-18;10-19;11-8;11-11;11-13;11-16;11-44;11-48;11-55;12-13;12-14;12-24;12-26;12-27;12-28;14-18;14-19;14-20;14-29;14-36;15-27;15-35;15-50;16-6;16-7;16-17;16-21;16-63;16-82
PiS;Szwed;Stanisław;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Szynkowski vel Sęk;Szymon;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Ścigaj;Agnieszka;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Śliwka;Andrzej;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;NIEOBECNY;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Świat;Jacek;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;WSTRZYMAŁ SIĘ;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Tchórzewski;Krzysztof;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;ZA;NIEOBECNY;ZA;PRZECIW;NIEOBECNY;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Telus;Robert;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Terlecki;Ryszard;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;NIEOBECNY;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Tomaszewski;Włodzimierz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Tułajew;Sylwester;PRZECIW;ZA;ZA;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Uruski;Piotr;WSTRZYMAŁ SIĘ;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;NIEOBECNY;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Uściński;Piotr;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;NIEOBECNY;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;NIEOBECNY;ZA;ZA;PRZECIW;ZA;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY
PiS;Warchoł;Marcin;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Warwas;Robert;PRZECIW;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Warzecha;Jan;WSTRZYMAŁ SIĘ;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Wassermann;Małgorzata;PRZECIW;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;NIEOBECNY;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Weber;Rafał;NIEOBECNY;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;NIEOBECNY;NIEOBECNY;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Wesoły;Marek;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;NIEOBECNY;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Wicher;Patryk;WSTRZYMAŁ SIĘ;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Wieczorek;Jarosław;WSTRZYMAŁ SIĘ;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Wilk;Teresa;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Witek;Elżbieta;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;NIEOBECNY;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Wojciechowska van Heukelom;Agnieszka;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;WSTRZYMAŁ SIĘ;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Wojtyszek;Agata;WSTRZYMAŁ SIĘ;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Woś;Michał;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;NIEOBECNY;ZA;PRZECIW;NIEOBECNY;ZA;ZA;PRZECIW;NIEOBECNY;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;WSTRZYMAŁ SIĘ;ZA;ZA;PRZECIW;ZA;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY
PiS;Woźniak;Grzegorz;ZA;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Woźniak;Tadeusz;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Wójcik;Michał;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;NIEOBECNY;PRZECIW;ZA;ZA;NIEOBECNY;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Wróblewski;Bartłomiej;ZA;ZA;PRZECIW;NIEOBECNY;NIEOBECNY;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY
PiS;Zawiślak;Sławomir;ZA;ZA;PRZECIW;NIEOBECNY;NIEOBECNY;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;NIEOBECNY;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;NIEOBECNY
PiS;Zieliński;Jarosław;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;NIEOBECNY;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Zieliński;Tomasz;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Ziobro;Zbigniew;NIEOBECNY;ZA;PRZECIW;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY
PiS;Zubowski;Wojciech;WSTRZYMAŁ SIĘ;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Zyska;Ireneusz;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;NIEOBECNY;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
Polska2050-TD;Bodnar;Izabela;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;NIEOBECNY;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA;ZA
